year,selling_price,km_driven,fuel,seller_type,transmission,owner,brands,models
2010,90000.0,223158.4,Petrol,Individual,Manual,Third Owner,Tata,Other
2011,350000.0,90000.0,Petrol,Individual,Manual,Second Owner,Volkswagen,Other
2003,100000.0,60000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2017,1300000.0,40000.0,Diesel,Individual,Automatic,First Owner,Mahindra,Other
2014,280000.0,55000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Era
2018,360000.0,6000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2011,150000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
2017,900000.0,15000.0,Petrol,Individual,Automatic,First Owner,Skoda,Other
2005,120000.0,50000.0,Diesel,Individual,Manual,Second Owner,Others,Other
2010,215000.0,90000.0,Petrol,Individual,Manual,Second Owner,Fiat,Other
2013,550000.0,38500.0,Diesel,Individual,Manual,First Owner,Renault,Other
2018,775000.0,35000.0,Petrol,Individual,Manual,First Owner,Tata,Other
2001,409999.0,49359.0,Petrol,Individual,Manual,Third Owner,Maruti,Other
2005,65000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
2008,200000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2010,240000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2012,800000.0,108731.0,Diesel,Individual,Manual,First Owner,Toyota,Toyota Innova 2.5
2010,400000.0,120000.0,Diesel,Individual,Manual,First Owner,Toyota,Toyota Innova 2.5
2016,500000.0,60000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2007,150000.0,90000.0,Diesel,Individual,Manual,Third Owner,Mahindra,Other
2014,500000.0,140000.0,Diesel,Individual,Manual,Second Owner,Toyota,Other
2014,320000.0,80000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2013,300000.0,90000.0,Diesel,Individual,Manual,First Owner,Nissan,Other
2018,285000.0,14000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
2012,360000.0,70000.0,Diesel,Individual,Manual,Second Owner,Tata,Other
2009,450000.0,55000.0,Petrol,Individual,Manual,Second Owner,Honda,Other
2011,175000.0,60000.0,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Alto LXi
2011,350000.0,74000.0,Diesel,Individual,Manual,Second Owner,Chevrolet,Other
2020,530000.0,45000.0,Diesel,Dealer,Manual,First Owner,Ford,Other
2017,1025000.0,38000.0,Diesel,Dealer,Manual,First Owner,Honda,Other
2017,950000.0,24000.0,Diesel,Dealer,Manual,First Owner,Honda,Other
2017,725000.0,29976.0,Petrol,Dealer,Manual,First Owner,Honda,Other
2017,919999.0,41000.0,Petrol,Dealer,Manual,First Owner,Honda,Other
2018,700000.0,15000.0,Diesel,Dealer,Manual,First Owner,Honda,Other
2017,725000.0,36000.0,Diesel,Dealer,Manual,First Owner,Honda,Other
2017,840000.0,30646.0,Petrol,Dealer,Manual,First Owner,Honda,Other
2015,365000.0,23600.0,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Wagon R
2014,665000.0,71318.0,Diesel,Dealer,Manual,First Owner,Honda,Other
2003,50000.0,78098.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2014,225000.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Era
2012,229999.0,45000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2008,145000.0,67000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Santro Xing
2017,750000.0,18054.0,Petrol,Dealer,Manual,First Owner,Ford,Ford EcoSport 1.5
2015,785000.0,40000.0,Diesel,Individual,Manual,First Owner,Honda,Other
2011,225000.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2017,300000.0,80000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2016,680000.0,20000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2016,700000.0,40000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2011,180000.0,120000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2008,270000.0,120000.0,Diesel,Individual,Manual,Second Owner,Ford,Other
2010,370000.0,97000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
2018,1100000.0,70000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2004,120000.0,120000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Other
2013,430000.0,88000.0,Diesel,Individual,Manual,Second Owner,Skoda,Other
2014,550000.0,38406.0,Diesel,Dealer,Manual,First Owner,Maruti,Other
2014,320000.0,54350.0,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai Santro Xing
2015,390000.0,32260.0,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Wagon R
2014,550000.0,58231.0,Diesel,Dealer,Manual,First Owner,Renault,Other
2012,370000.0,59858.0,Petrol,Dealer,Manual,First Owner,Maruti,Other
2010,190000.0,73350.0,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Alto LXi
2013,509999.0,88473.0,Diesel,Dealer,Manual,First Owner,Renault,Other
2013,450000.0,96987.0,Petrol,Dealer,Manual,First Owner,Honda,Other
2016,2675000.0,77350.0,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,Other
2015,550000.0,61187.0,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Swift Dzire
2009,400000.0,68350.0,Diesel,Dealer,Manual,First Owner,Mahindra,Other
2015,585000.0,81150.0,Diesel,Dealer,Manual,First Owner,Ford,Ford EcoSport 1.5
2019,500000.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
2015,800000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2009,265000.0,120000.0,Diesel,Individual,Manual,Second Owner,Maruti,Other
2012,175000.0,180000.0,Diesel,Individual,Manual,First Owner,Ford,Ford Figo Diesel
2007,125000.0,50000.0,Petrol,Individual,Manual,Second Owner,Fiat,Other
2010,165000.0,80000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2011,150000.0,223158.4,Diesel,Individual,Manual,First Owner,Mahindra,Other
2015,1025000.0,90000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Other
2014,1030000.0,223158.4,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Innova 2.5
2012,380000.0,90000.0,Diesel,Individual,Manual,Fourth & Above Owner,Chevrolet,Other
2010,250000.0,110000.0,Diesel,Individual,Manual,Third Owner,Maruti,Maruti Swift Dzire
2000,85000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2016,500000.0,35000.0,Diesel,Individual,Manual,First Owner,Fiat,Other
2018,350000.0,15000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Era
2010,190000.0,52000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
2009,940000.0,140000.0,Diesel,Individual,Manual,First Owner,Volkswagen,Other
2013,475000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2018,300000.0,17000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
2016,250000.0,70000.0,Petrol,Individual,Manual,Third Owner,Chevrolet,Other
2001,93000.0,97000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Other
2012,290000.0,125000.0,Diesel,Individual,Manual,Second Owner,Ford,Ford Figo Diesel
2010,75000.0,223158.4,Petrol,Individual,Manual,Third Owner,Tata,Other
2015,1000000.0,120000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2015,550000.0,87000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2010,285000.0,75000.0,Diesel,Individual,Manual,Third Owner,Fiat,Other
2012,229999.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2014,580000.0,120000.0,Diesel,Individual,Manual,First Owner,Ford,Other
2005,175000.0,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,Toyota,Other
2012,250000.0,110000.0,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,Other
2006,70000.0,105700.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2017,430999.0,14000.0,Petrol,Dealer,Manual,First Owner,Maruti,Other
2010,80000.0,70000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Other
2019,335000.0,28000.0,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Alto 800
2017,350000.0,51000.0,Petrol,Dealer,Manual,First Owner,Maruti,Other
2018,315000.0,56000.0,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Alto 800
2019,1100000.0,35000.0,Diesel,Individual,Automatic,First Owner,Volkswagen,Other
2005,80000.0,24000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2014,285000.0,64000.0,Petrol,Dealer,Manual,Second Owner,Maruti,Maruti Alto K10
2009,100000.0,120000.0,Diesel,Individual,Manual,Third Owner,Tata,Other
2011,225000.0,37091.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LXi
2017,2675000.0,80000.0,Diesel,Individual,Automatic,First Owner,Others,Other
2018,320000.0,38900.0,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Alto K10
2016,1249000.0,60000.0,Diesel,Individual,Manual,Third Owner,Hyundai,Other
2008,120000.0,110000.0,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Wagon R
2011,200000.0,100000.0,Diesel,Individual,Manual,Second Owner,Volkswagen,Other
2016,1151000.0,85000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2012,120000.0,140000.0,Diesel,Individual,Manual,First Owner,Tata,Tata Indica Vista
2017,220000.0,20000.0,Petrol,Individual,Manual,First Owner,Renault,Other
2018,784000.0,40000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2017,500000.0,50000.0,Petrol,Individual,Manual,First Owner,Honda,Other
2018,350000.0,20000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Era
2018,1400000.0,50000.0,Diesel,Individual,Automatic,First Owner,Mahindra,Other
2014,600000.0,100000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2019,525000.0,9400.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
2017,930000.0,12000.0,Diesel,Individual,Manual,First Owner,Ford,Ford EcoSport 1.5
2017,440000.0,14100.0,CNG,Dealer,Manual,First Owner,Maruti,Other
2016,434999.0,21000.0,Petrol,Dealer,Manual,First Owner,Maruti,Other
2011,250000.0,28000.0,Petrol,Dealer,Manual,First Owner,Hyundai,Other
2017,940000.0,35000.0,Diesel,Dealer,Manual,First Owner,Maruti,Other
2017,1050000.0,31000.0,Diesel,Dealer,Automatic,First Owner,Hyundai,Hyundai Verna 1.6
2016,825000.0,58000.0,Diesel,Dealer,Manual,First Owner,Maruti,Other
2012,229999.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
2011,375000.0,72000.0,Petrol,Dealer,Manual,First Owner,Hyundai,Other
2013,640000.0,89000.0,Diesel,Dealer,Manual,First Owner,Maruti,Other
2012,800000.0,160000.0,Diesel,Dealer,Manual,First Owner,Toyota,Toyota Innova 2.5
2012,130000.0,30000.0,Petrol,Individual,Manual,Third Owner,Ford,Other
2014,300000.0,37555.0,Petrol,Dealer,Manual,First Owner,Hyundai,Other
2018,440000.0,14000.0,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Wagon R
2014,595000.0,56600.0,CNG,Dealer,Manual,First Owner,Maruti,Other
2013,450000.0,110000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2017,690000.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2019,300000.0,5000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
2014,170000.0,100000.0,Petrol,Individual,Manual,Second Owner,Chevrolet,Other
2012,280000.0,120000.0,Diesel,Individual,Manual,First Owner,Toyota,Other
2009,220000.0,67580.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2009,140000.0,100000.0,Petrol,Individual,Manual,Third Owner,Hyundai,Hyundai Santro Xing
2004,45000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2014,200000.0,125000.0,Diesel,Individual,Manual,Second Owner,Ford,Ford Figo Diesel
2008,325000.0,120000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2010,300000.0,130000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Other
2009,120000.0,223158.4,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
2015,280000.0,40000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2013,225000.0,78000.0,Diesel,Dealer,Manual,First Owner,Nissan,Other
2015,750000.0,48238.0,Petrol,Trustmark Dealer,Automatic,First Owner,Ford,Ford EcoSport 1.5
2016,535000.0,38365.0,Petrol,Dealer,Manual,First Owner,Hyundai,Other
2016,1250000.0,23670.0,Diesel,Trustmark Dealer,Manual,First Owner,Mahindra,Other
2017,650000.0,49834.0,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Other
2013,295000.0,57353.0,Petrol,Trustmark Dealer,Manual,First Owner,Honda,Other
2015,480000.0,68308.0,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,Other
2015,575000.0,63240.0,Diesel,Trustmark Dealer,Manual,First Owner,Honda,Other
2020,426000.0,1000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2015,295000.0,90000.0,Diesel,Individual,Manual,Third Owner,Mahindra,Other
2011,330000.0,100000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2009,150000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2016,927999.0,90000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2003,70000.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Other
2015,399000.0,55000.0,Diesel,Dealer,Manual,First Owner,Hyundai,Other
2015,350000.0,90000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2006,125000.0,50000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2008,150000.0,90000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai Santro Xing
2015,250000.0,25000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Era
2014,675000.0,61000.0,Diesel,Dealer,Manual,First Owner,Hyundai,Hyundai Verna 1.6
2018,950000.0,30000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2018,409999.0,45000.0,CNG,Individual,Manual,First Owner,Maruti,Other
2011,225000.0,60000.0,Diesel,Individual,Manual,First Owner,Fiat,Other
2008,350000.0,75000.0,Petrol,Individual,Manual,Second Owner,Honda,Other
2005,51111.0,140000.0,Petrol,Individual,Manual,Third Owner,Tata,Other
2013,290000.0,56000.0,Diesel,Dealer,Manual,First Owner,Chevrolet,Other
2006,310000.0,62000.0,Electric,Dealer,Automatic,Second Owner,Toyota,Other
2007,212000.0,58000.0,Diesel,Dealer,Manual,Second Owner,Hyundai,Other
2013,900000.0,49000.0,Diesel,Dealer,Automatic,Second Owner,Skoda,Other
2011,221000.0,56000.0,Diesel,Dealer,Manual,Second Owner,Chevrolet,Chevrolet Beat Diesel
2013,675000.0,73000.0,Diesel,Dealer,Manual,First Owner,Toyota,Toyota Innova 2.5
2014,421000.0,69000.0,Diesel,Dealer,Manual,First Owner,Honda,Other
2008,350000.0,10000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2010,140000.0,110000.0,CNG,Individual,Manual,First Owner,Hyundai,Other
2002,90000.0,116000.0,Diesel,Individual,Manual,Second Owner,Skoda,Other
2018,830000.0,40000.0,Diesel,Individual,Manual,First Owner,Honda,Other
2009,180000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
2009,210000.0,109000.0,Diesel,Individual,Manual,Second Owner,Maruti,Other
2017,700000.0,90000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2012,125000.0,120000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2017,530000.0,64916.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
2018,800000.0,37161.0,Diesel,Dealer,Manual,First Owner,Ford,Other
2016,580000.0,15000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2012,1400000.0,118000.0,Diesel,Individual,Automatic,Second Owner,Audi,Other
2018,300000.0,50852.0,Petrol,Individual,Manual,First Owner,Renault,Other
2016,300000.0,30000.0,Petrol,Individual,Manual,First Owner,Renault,Other
2015,700000.0,77000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2012,250000.0,70000.0,Petrol,Individual,Manual,Third Owner,Nissan,Other
2016,500000.0,120000.0,Diesel,Individual,Manual,First Owner,Chevrolet,Other
2009,428000.0,40000.0,Petrol,Individual,Automatic,Third Owner,Honda,Other
2019,1400000.0,33000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2013,219000.0,53500.0,Petrol,Individual,Manual,Third Owner,Hyundai,Hyundai EON Era
2017,500000.0,40000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2010,409999.0,60000.0,Petrol,Individual,Manual,First Owner,Honda,Other
2018,570000.0,5000.0,Petrol,Individual,Manual,First Owner,Tata,Other
2007,160000.0,80000.0,Petrol,Individual,Manual,Third Owner,Maruti,Other
2017,749000.0,51500.0,Diesel,Individual,Manual,Second Owner,Maruti,Other
2010,300000.0,120000.0,Diesel,Individual,Manual,Third Owner,Maruti,Maruti Swift Dzire
2014,550000.0,79800.0,Diesel,Dealer,Manual,First Owner,Ford,Ford EcoSport 1.5
2015,550000.0,97000.0,Diesel,Dealer,Manual,Second Owner,Ford,Ford EcoSport 1.5
2019,1250000.0,6590.0,Diesel,Dealer,Manual,First Owner,Ford,Other
2017,700000.0,49957.0,Diesel,Dealer,Manual,First Owner,Ford,Other
2017,600000.0,43235.0,Diesel,Dealer,Manual,First Owner,Ford,Other
2018,925000.0,50699.0,Diesel,Dealer,Manual,First Owner,Ford,Ford EcoSport 1.5
2016,1800000.0,126000.0,Diesel,Dealer,Automatic,First Owner,Ford,Other
2015,459999.0,140730.0,Diesel,Dealer,Manual,Second Owner,Ford,Other
2015,565000.0,46000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2013,170000.0,80000.0,Petrol,Individual,Manual,Third Owner,Hyundai,Hyundai EON Era
2001,150000.0,223158.4,Diesel,Dealer,Manual,First Owner,Toyota,Other
2008,295000.0,120000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2018,819999.0,40000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2019,819999.0,40000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2015,320000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2015,550000.0,135000.0,Diesel,Individual,Manual,Second Owner,Ford,Other
2015,550000.0,50000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2017,590000.0,98000.0,Diesel,Individual,Manual,First Owner,Volkswagen,Other
2017,950000.0,50000.0,Diesel,Individual,Manual,First Owner,Honda,Other
2017,1000000.0,30000.0,Diesel,Individual,Manual,First Owner,Honda,Other
2013,500000.0,120000.0,Diesel,Individual,Manual,First Owner,Nissan,Other
2017,450000.0,70000.0,Diesel,Individual,Manual,First Owner,Fiat,Other
2017,720000.0,35000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2015,390000.0,70000.0,Diesel,Individual,Manual,Second Owner,Maruti,Other
2014,500000.0,35000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2016,2500000.0,70000.0,Petrol,Individual,Automatic,Second Owner,Toyota,Other
2017,780000.0,50000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2015,484999.0,90000.0,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
2012,420000.0,90000.0,Diesel,Individual,Manual,Second Owner,Volkswagen,Other
2015,1225000.0,70000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2015,350000.0,50000.0,Diesel,Individual,Manual,Second Owner,Tata,Tata Indica Vista
2015,350000.0,120000.0,Diesel,Individual,Manual,Third Owner,Mahindra,Other
2011,800000.0,223158.4,Diesel,Individual,Manual,First Owner,Toyota,Toyota Innova 2.5
2004,125000.0,70000.0,Petrol,Individual,Automatic,Second Owner,Hyundai,Hyundai Santro Xing
2010,75000.0,100000.0,Diesel,Individual,Manual,Third Owner,Tata,Other
2018,509999.0,15000.0,Petrol,Individual,Manual,First Owner,Mahindra,Other
2014,215000.0,80000.0,Diesel,Individual,Manual,Third Owner,Tata,Other
2014,480000.0,101000.0,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Swift Dzire
2016,630000.0,55000.0,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Swift VDI
2007,190000.0,115000.0,Petrol,Dealer,Manual,Second Owner,Honda,Other
2015,500000.0,100000.0,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Swift VDI
2014,850000.0,52000.0,Diesel,Dealer,Manual,Second Owner,Volkswagen,Other
2011,350000.0,105000.0,Diesel,Dealer,Manual,First Owner,Maruti,Other
2013,425000.0,170000.0,Diesel,Dealer,Manual,First Owner,Renault,Other
2015,495000.0,105000.0,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Swift VDI
2017,890000.0,60000.0,Diesel,Individual,Manual,Second Owner,Maruti,Other
2018,1100000.0,25000.0,Diesel,Individual,Automatic,Second Owner,Hyundai,Other
2014,650000.0,218000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2009,233000.0,58000.0,Petrol,Individual,Manual,Third Owner,Ford,Other
2015,300000.0,110000.0,Diesel,Individual,Manual,Second Owner,Tata,Other
2020,614000.0,1000.0,Petrol,Individual,Manual,First Owner,Honda,Other
2010,250000.0,100000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2010,250000.0,110000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2011,200000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LXi
